Site,Volume,Page(s),Type,Area,Cult age,Age max [ka],Age dated min [ka],Age [ka BP],Longitude,Latitude
P005046,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.136,36.018
P005047,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.164,36.022
P005048,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.18,36.052
P005049,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.192,36.035
P005050,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.213,36.048
P005051,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.256,36.052
P005052,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.233,36.065
P005053,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.236,36.095
P005054,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.266,36.111
P005055,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.977,35.948
P005056,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.908,35.974
P005057,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.968,35.887
P005058,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.956,35.902
P005059,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.997,35.904
P005060,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.955,35.922
P005061,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.017,35.932
P005062,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.038,35.882
P005063,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.033,35.981
P005064,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.068,35.965
P005065,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.091,35.948
P005066,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.103,35.93
P005067,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.012,35.962
P005068,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.268,36.071
P005069,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.124,35.867
P005070,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.181,35.825
P005071,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.193,35.897
P005072,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.201,35.871
P005073,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.231,35.858
P005074,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.259,35.899
P005075,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.286,35.851
P005076,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.287,35.793
P005077,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.05,35.344
P005078,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.264,35.299
P005079,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.299,35.313
P005080,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.445,35.411
P005081,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.456,35.393
P005082,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.451,35.466
P005083,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.437,35.494
P005084,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.449,35.534
P005085,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.431,35.628
P005086,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.096,35.804
P005087,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.045,35.834
P005088,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.134,35.813
P005089,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.126,35.776
P005090,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.036,35.776
P005091,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.137,35.722
P005092,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.061,35.674
P005093,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.091,35.626
P005094,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.096,35.558
P005095,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.125,35.54
P005096,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.087,35.459
P005097,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.172,35.442
P005098,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.14,35.389
P005099,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.126,35.515
P005100,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.282,35.435
P005101,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.36,35.374
P005102,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.254,35.474
P005103,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.199,35.543
P005104,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.19,35.524
P005105,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.221,35.548
P005106,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.233,35.595
P005107,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.383,35.61
P005108,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.351,35.592
P005109,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.337,35.571
P005110,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.31,35.564
P005111,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.281,35.558
P005112,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.351,35.501
P005113,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.307,35.499
P005114,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.294,35.518
P005115,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.941,35.856
P005116,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.949,35.831
P005117,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.869,35.841
P005118,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.908,35.813
P005119,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.979,35.795
P005120,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.945,35.815
P005121,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.931,35.79
P005122,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.009,35.776
P005123,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.009,35.735
P005124,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.022,35.717
P005125,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.997,35.681
P005126,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.014,35.657
P005127,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.972,35.661
P005128,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,108.032,35.636
P005129,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.997,35.629
P005130,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.983,35.577
P005131,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.986,35.479
P005132,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.99,35.386
P005133,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.988,35.346
P005134,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.936,35.348
P005135,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.824,34.999
P005136,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.861,35.28
P005137,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.895,35.267
P005138,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.909,35.274
P005139,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.888,35.383
P005140,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.908,35.45
P005141,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.863,35.451
P005142,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.06,35.074
P005143,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.086,35.094
P005144,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.169,35.106
P005145,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.233,35.118
P005146,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.481,35.139
P005147,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.6,35.022
P005148,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.697,35.022
P005149,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.679,35.152
P005150,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.633,35.108
P005151,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.692,35.077
P005152,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.687,35.056
P005153,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.668,35.135
P005154,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.706,35.111
P005155,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.725,35.081
P005156,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.609,35.202
P005157,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.556,35.198
P005158,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.53,35.226
P005159,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.511,35.068
P005160,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.425,35.094
P005161,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.479,35.053
P005162,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.44,35.043
P005163,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.41,35.033
P005164,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.269,35.005
P005165,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.233,34.999
P005166,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.191,34.999
P005167,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.172,35.051
P005168,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.167,35.024
P005169,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.152,35.039
P005170,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.141,35.052
P005171,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.177,35.168
P005172,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.137,35.186
P005173,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.081,35.2
P005174,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.178,35.21
P005175,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.209,35.181
P005176,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.235,35.195
P005177,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.27,35.212
P005178,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.485,35.223
P005179,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.46,35.218
P005180,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.405,35.226
P005181,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.355,35.224
P005182,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.313,35.227
P005183,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.617,35.288
P005184,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.699,35.281
P005185,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.345,35.318
P005186,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.296,35.318
P005187,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.33,35.304
P005188,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.37,35.32
P005189,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.344,35.339
P005190,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.388,35.358
P005191,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.466,35.359
P005192,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.449,35.391
P005193,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.476,35.371
P005194,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.518,35.356
P005195,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.511,35.387
P005196,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.543,35.359
P005197,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.544,35.386
P005198,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.579,35.389
P005199,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.636,35.366
P005200,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.271,35.371
P005201,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.27,35.395
P005202,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.217,35.303
P005203,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.1,35.324
P005204,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.182,35.39
P005205,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.201,35.41
P005206,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.135,35.406
P005207,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.291,35.345
P005208,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.666,35.376
P005209,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.676,35.351
P005210,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.693,35.317
P005211,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.697,35.375
P005212,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.72,35.357
P005213,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.701,35.343
P005214,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.744,35.334
P005215,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.758,35.383
P005216,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.781,35.357
P005217,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.805,35.307
P005218,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.78,35.32
P005219,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.73,35.402
P005220,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.706,35.454
P005221,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.736,35.492
P005222,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.772,35.466
P005223,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.798,35.451
P005224,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.818,35.478
P005225,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.847,35.486
P005226,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,106.667,35.692
P005227,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,106.767,35.694
P005228,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,106.831,35.721
P005229,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,106.836,35.699
P005230,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,106.899,35.755
P005231,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,106.924,35.759
P005232,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,106.921,35.732
P005233,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,106.904,35.716
P005234,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,106.899,35.697
P005235,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,106.938,35.654
P005236,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,106.979,35.63
P005237,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,106.944,35.691
P005238,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,106.947,35.706
P005239,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,106.979,35.714
P005240,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,106.98,35.686
P005241,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.015,35.72
P005242,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.031,35.655
P005243,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.021,35.629
P005244,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.062,35.62
P005245,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.016,35.769
P005246,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,106.901,35.873
P005247,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.041,35.804
P005248,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.39,35.759
P005249,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.115,35.731
P005250,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.055,35.768
P005251,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.241,35.729
P005252,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.284,35.703
P005253,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.281,35.669
P005254,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.222,35.664
P005255,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.144,35.646
P005256,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.159,35.662
P005257,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.178,35.625
P005258,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.201,35.608
P005259,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.217,35.594
P005260,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.243,35.592
P005261,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.251,35.569
P005262,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.259,35.617
P005263,Gansu,68-69,general map,complete province,Yangshao,6.5,4.7,5.6,107.301,35.55
